artists,name,year,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,duration_ms,genres
Rihanna,Take A Bow,2008,76,0.248,0.6970000000000001,0.467,0.0,0.0941,-7.5360000000000005,0.0715,0.5720000000000001,82.08200000000002,229413,barbadian pop dance pop pop post-teen pop urban contemporary
Jason Mraz Colbie Caillat,Lucky,2008,76,0.29600000000000004,0.623,0.41700000000000004,0.0,0.135,-8.699,0.0354,0.721,130.032,191360,acoustic pop neo mellow pop pop rock
Green Day,Wake Me up When September Ends,2004,76,0.023,0.546,0.8140000000000001,0.0,0.0972,-5.146,0.0314,0.146,104.98,285653,permanent wave pop punk punk
Justin Timberlake Timbaland,SexyBack (feat. Timbaland),2006,76,0.0584,0.9670000000000001,0.583,0.0,0.0519,-5.562,0.0789,0.9640000000000001,117.0,242733,dance pop pop
Avril Lavigne,Sk8er Boi,2002,76,6.790000000000001e-05,0.48700000000000004,0.9,0.0,0.358,-4.417,0.0482,0.484,149.937,204000,canadian pop candy pop dance pop pop post-teen pop
Backstreet Boys,I Want It That Way,2001,76,0.21600000000000005,0.6890000000000001,0.7020000000000001,0.0,0.159,-5.642,0.0261,0.484,99.031,213600,boy band dance pop
OneRepublic,Secrets,2009,76,0.0717,0.516,0.764,0.0,0.115,-6.223,0.0366,0.376,148.02100000000004,224693,dance pop piano rock pop pop rock post-teen pop
Bonnie Tyler,Total Eclipse of the Heart,2009,76,0.145,0.431,0.723,0.0,0.375,-5.8870000000000005,0.055999999999999994,0.18899999999999997,130.547,267360,europop new wave pop soft rock
2Pac Talent,Changes,2007,76,0.0404,0.865,0.657,0.0,0.14,-6.722,0.076,0.316,111.115,268960,g funk gangster rap hip hop rap west coast rap
Taylor Swift,Love Story,2008,76,0.131,0.617,0.741,0.0,0.0772,-3.97,0.0311,0.306,118.984,236267,pop post-teen pop
Audioslave,Like a Stone,2002,76,0.00797,0.614,0.568,0.0,0.0997,-5.477,0.0276,0.516,107.84899999999999,293960,alternative metal alternative rock nu metal permanent wave post-grunge rock supergroup
Stevie Wonder,Superstition - Single Version,2002,76,0.038,0.633,0.634,0.0064,0.0385,-12.115,0.0725,0.872,100.499,245493,adult standards funk indie r&b motown quiet storm soul
Usher Alicia Keys,My Boo,2004,76,0.257,0.662,0.507,0.0,0.0465,-8.238,0.11800000000000001,0.6759999999999999,86.412,223440,atl hip hop dance pop pop r&b south carolina hip hop urban contemporary
Maroon 5,This Love,2002,76,0.0525,0.7120000000000001,0.862,0.0,0.09300000000000001,-4.612,0.0378,0.809,95.051,206200,pop pop rock
Vanessa Carlton,A Thousand Miles,2002,76,0.32299999999999995,0.56,0.825,0.0,0.161,-3.862,0.0379,0.268,94.931,237493,dance pop lilith neo mellow piano rock pop rock post-teen pop
Coldplay,Clocks,2002,76,0.599,0.5770000000000001,0.7490000000000001,0.0112,0.183,-7.215,0.0279,0.261,130.969,307880,permanent wave pop
Kanye West,Heartless,2008,76,0.0515,0.79,0.647,0.0,0.248,-5.983,0.136,0.654,87.999,211000,chicago rap rap
Soulja Boy Sammie,Kiss Me Thru The Phone,2008,76,0.0185,0.758,0.7120000000000001,0.0,0.0677,-3.781,0.11199999999999999,0.795,149.998,193387,atl hip hop chicago bop dance pop dirty south rap pop rap rap southern hip hop trap viral rap
Red Hot Chili Peppers,Dani California,2006,76,0.0193,0.556,0.9129999999999999,8.59e-06,0.34600000000000003,-2.36,0.0437,0.73,96.184,282160,alternative rock funk metal funk rock permanent wave rock
Linkin Park,What I've Done,2007,76,0.0141,0.623,0.93,1.64e-06,0.138,-5.285,0.0324,0.287,120.119,205613,alternative metal nu metal post-grunge rap metal
Fall Out Boy,Thnks fr th Mmrs,2007,76,0.00511,0.45899999999999996,0.8909999999999999,0.0,0.106,-5.0569999999999995,0.0623,0.588,154.83700000000005,203507,emo modern rock pop punk
DMX,X Gon' Give It To Ya,2007,76,0.0135,0.7609999999999999,0.899,0.0,0.0719,-3.09,0.183,0.6729999999999999,95.027,217587,east coast hip hop gangster rap hardcore hip hop hip hop pop rap rap
Soulja Boy,Crank That (Soulja Boy),2007,76,0.515,0.736,0.74,0.0,0.0468,-2.18,0.0786,0.8029999999999999,140.141,221933,atl hip hop chicago bop dance pop dirty south rap pop rap rap southern hip hop trap viral rap
Mario,Let Me Love You,2004,76,0.235,0.6559999999999999,0.578,0.0,0.11800000000000001,-8.97,0.0922,0.556,94.514,256733,dance pop hip pop pop pop r&b r&b urban contemporary
Alejandro Fernández,Me Dediqué a Perderte,2004,76,0.491,0.642,0.442,1.58e-06,0.102,-9.115,0.07400000000000001,0.465,148.01,231773,latin latin arena pop latin pop mariachi mexican pop ranchera regional mexican
Beyoncé JAY Z,Crazy In Love (feat. Jay-Z),2003,76,0.00249,0.6459999999999999,0.77,0.0,0.0715,-6.596,0.226,0.6809999999999999,99.165,236133,dance pop pop post-teen pop r&b
Daniel Powter,Bad Day,2005,76,0.44799999999999995,0.599,0.785,0.00336,0.151,-4.013,0.0309,0.52,140.046,233640,canadian pop neo mellow pop rock
Eric Prydz,Call on Me - Radio Mix,2004,75,0.00427,0.597,0.8370000000000001,0.00114,0.8390000000000001,-6.518,0.375,0.447,126.34200000000001,171360,disco house edm electro house house pop dance progressive house vocal house
Muse,Uprising,2009,75,0.000202,0.602,0.905,0.064,0.11699999999999999,-4.046,0.0775,0.41100000000000003,128.019,304840,modern rock permanent wave rock
Carlos Baute Marta Sánchez,Colgando en tus manos (con Marta Sánchez),2009,75,0.535,0.836,0.637,0.0,0.129,-4.803,0.0367,0.875,120.025,230280,latin latin pop spanish pop
Kings of Leon,Use Somebody,2008,75,0.005520000000000001,0.276,0.715,0.000417,0.201,-5.356,0.0432,0.17300000000000001,137.028,230760,modern rock rock
T I Rihanna,Live Your Life (feat. Rihanna),2008,75,0.071,0.375,0.862,0.0,0.21100000000000002,-3.363,0.255,0.478,159.841,338853,atl hip hop dance pop dirty south rap gangster rap hip hop pop rap rap southern hip hop trap
Jet,Are You Gonna Be My Girl,2003,75,0.00148,0.613,0.953,0.000582,0.152,-3.435,0.0855,0.537,105.046,213800,modern rock rock
Britney Spears,Womanizer,2008,75,0.073,0.7240000000000001,0.695,0.0,0.0889,-5.226,0.0622,0.235,139.0,224400,dance pop pop post-teen pop
Empire of the Sun,Walking On A Dream,2008,75,0.257,0.871,0.701,7.52e-06,0.0589,-5.593999999999999,0.0458,0.716,126.975,198440,alternative dance australian dance australian electropop dance rock electropop indietronica neo-synthpop
Fort Minor Styles Of Beyond,Remember the Name (feat. Styles of Beyond),2005,75,0.0583,0.688,0.835,2.87e-06,0.0795,-4.162,0.0911,0.88,84.85799999999998,230493,rap rock
Lifehouse,You And Me,2005,75,0.114,0.45899999999999996,0.4270000000000001,0.0,0.168,-7.734,0.0267,0.354,139.90200000000002,195493,alternative metal neo mellow pop rock post-grunge
Slipknot,Duality,2004,75,0.00023700000000000001,0.354,0.982,0.000294,0.204,-3.0260000000000002,0.168,0.19399999999999998,143.77200000000005,252613,alternative metal double drumming nu metal rap metal
Skillet,Monster,2009,75,0.0431,0.64,0.9570000000000001,0.0,0.0789,-2.336,0.0741,0.6920000000000001,134.99200000000002,178013,alternative metal christian alternative rock christian music christian rock
Kid Rock,All Summer Long,2007,75,0.0212,0.7,0.8640000000000001,0.0,0.0956,-3.6289999999999996,0.0283,0.887,102.99700000000001,297587,alternative metal nu metal
Foo Fighters,The Pretender,2007,75,0.000917,0.433,0.9590000000000001,0.0,0.027999999999999997,-4.04,0.0431,0.365,172.984,269373,alternative metal alternative rock modern rock permanent wave post-grunge rock
Green Day,21 Guns,2009,75,0.0518,0.268,0.742,0.0,0.626,-4.939,0.0355,0.41600000000000004,159.779,321093,permanent wave pop punk punk
P nk,So What,2008,75,0.00032900000000000003,0.534,0.87,0.0,0.24100000000000002,-3.0780000000000003,0.0425,0.462,126.01899999999999,215160,dance pop pop post-teen pop
Daft Punk,One More Time,2001,75,0.0193,0.611,0.6970000000000001,0.0,0.332,-8.618,0.133,0.47600000000000003,122.75200000000001,320357,electro filter house
3 Doors Down,Here Without You,2002,75,0.0492,0.557,0.5329999999999999,0.0,0.205,-6.817,0.0252,0.233,143.994,238733,alternative metal nu metal pop rock post-grunge
John Mayer,Slow Dancing in a Burning Room,2006,75,0.573,0.6679999999999999,0.361,0.00506,0.0805,-8.69,0.0273,0.28800000000000003,134.15,242000,neo mellow pop pop rock singer-songwriter
Sara Bareilles,Love Song,2007,75,0.0208,0.583,0.7859999999999999,0.0,0.188,-3.142,0.0301,0.573,123.052,258827,acoustic pop dance pop lilith neo mellow pop pop rock post-teen pop
Foo Fighters,Best of You,2005,75,0.000769,0.366,0.94,9.42e-05,0.188,-5.119,0.0696,0.369,130.19799999999998,255627,alternative metal alternative rock modern rock permanent wave post-grunge rock
JAY Z Linkin Park,Numb / Encore,2004,75,0.0603,0.687,0.7929999999999999,0.0,0.5820000000000001,-4.254,0.166,0.7509999999999999,107.045,205733,east coast hip hop hip hop pop rap rap
Shakira,"Whenever, Wherever",2001,75,0.23600000000000002,0.7929999999999999,0.8320000000000001,1.12e-05,0.20199999999999999,-4.862,0.0406,0.872,107.661,196160,colombian pop dance pop latin latin pop pop
The Killers,When You Were Young,2006,75,0.000152,0.467,0.988,0.0484,0.28,-3.313,0.11199999999999999,0.321,130.433,220427,dance rock modern rock permanent wave rock
Rihanna,Pon de Replay,2005,75,0.000155,0.779,0.64,0.0007700000000000001,0.10099999999999999,-8.415,0.159,0.498,99.01899999999999,246960,barbadian pop dance pop pop post-teen pop urban contemporary
Johnny Cash,Hurt,2002,75,0.649,0.534,0.392,0.000227,0.0948,-7.636,0.0267,0.163,90.37899999999999,216533,arkansas country outlaw country
Journey,Don't Stop Believin',2001,75,0.25,0.491,0.802,0.0,0.387,-7.106,0.0392,0.47200000000000003,119.25,248907,album rock classic rock hard rock mellow gold rock soft rock
Reyli Barba,Amor del Bueno,2004,74,0.317,0.77,0.373,0.0,0.217,-6.931,0.0328,0.293,131.975,242027,latin latin pop mexican pop rock en espanol tropical
Evanescence,My Immortal,2003,74,0.863,0.19,0.265,0.0,0.134,-9.206,0.0356,0.10099999999999999,79.012,262533,alternative metal
Don Omar,Dile,2003,74,0.184,0.8170000000000001,0.7140000000000001,0.000132,0.042,-7.501,0.141,0.7140000000000001,94.001,204600,latin latin hip hop puerto rican pop reggaeton trap latino
Daddy Yankee,"Lo Que Pasó, Pasó",2004,74,0.102,0.816,0.747,0.0,0.263,-6.468,0.0411,0.848,97.01899999999999,210933,latin latin hip hop reggaeton trap latino
Avril Lavigne,Girlfriend,2007,74,0.0007379999999999999,0.56,0.9590000000000001,0.000206,0.209,-2.4330000000000003,0.102,0.67,163.983,216600,canadian pop candy pop dance pop pop post-teen pop
T I,Whatever You Like,2008,74,0.0161,0.68,0.687,0.0,0.261,-6.162000000000001,0.0709,0.467,150.053,249533,brooklyn drill melodic rap nyc rap
Ciara Missy Elliott,"One, Two Step (feat. Missy Elliott)",2004,74,0.042,0.9440000000000001,0.511,0.00107,0.0379,-10.96,0.161,0.8420000000000001,113.046,203787,dance pop hip pop pop post-teen pop r&b urban contemporary
Zac Brown Band,Toes,2008,74,0.655,0.8,0.759,0.0,0.0897,-5.398,0.0378,0.821,129.97899999999998,262773,contemporary country country country road modern country rock
Carrie Underwood,Before He Cheats,2005,74,0.271,0.519,0.7490000000000001,0.0,0.11900000000000001,-3.318,0.0405,0.29,147.905,199947,contemporary country country country dawn country road oklahoma country pop post-teen pop
The Goo Goo Dolls,Iris,2007,74,0.00133,0.29100000000000004,0.79,5.61e-06,0.0811,-5.683,0.0363,0.513,155.667,289907,alternative rock neo mellow permanent wave pop rock post-grunge
Panic At The Disco,I Write Sins Not Tragedies,2005,74,0.0938,0.5670000000000001,0.795,0.0,0.114,-4.985,0.134,0.635,170.06,187613,baroque pop emo modern rock
50 Cent,Just A Lil Bit,2005,74,0.0322,0.489,0.6920000000000001,0.0060799999999999995,0.315,-6.6720000000000015,0.41,0.527,96.946,237707,east coast hip hop gangster rap hip hop pop rap queens hip hop rap
Eminem,Mockingbird,2004,74,0.209,0.637,0.6779999999999999,0.0,0.156,-3.798,0.266,0.254,84.039,250760,detroit hip hop hip hop rap
Fall Out Boy,"Dance, Dance",2005,74,0.005229999999999999,0.622,0.961,0.0,0.0854,-3.198,0.154,0.449,114.45200000000001,180267,emo modern rock pop punk
Sum 41,In Too Deep,2001,74,0.00018899999999999999,0.568,0.8440000000000001,0.0,0.0607,-5.875,0.0505,0.7659999999999999,116.046,207093,alternative metal canadian pop punk canadian punk nu metal pop punk punk
The Proclaimers,I'm Gonna Be (500 Miles),2003,74,0.151,0.851,0.551,0.0,0.0827,-5.1770000000000005,0.0396,0.807,131.922,219467,celtic rock scottish rock
The Fray,You Found Me,2009,74,0.0187,0.33799999999999997,0.8029999999999999,0.0,0.136,-5.412000000000001,0.0413,0.4,151.994,241853,neo mellow piano rock pop pop rock
Aventura Don Omar,Ella Y Yo - Featuring Don Omar,2005,74,0.534,0.732,0.708,0.0,0.237,-7.905,0.262,0.7170000000000001,175.924,267787,bachata bachata dominicana latin latin hip hop latin pop trap latino tropical
The Red Jumpsuit Apparatus,Face Down,2006,74,0.000665,0.545,0.932,0.0,0.127,-2.189,0.0399,0.46399999999999997,92.956,192000,emo pop punk pop rock screamo
Modjo,Lady - Hear Me Tonight,2001,74,0.00793,0.72,0.8079999999999999,0.0293,0.0634,-5.6270000000000024,0.0379,0.8690000000000001,126.041,307154,disco house filter house
System Of A Down,B.Y.O.B.,2005,74,0.00662,0.556,0.981,0.0,0.218,-2.688,0.128,0.716,101.42299999999999,255467,alternative metal nu metal rap metal
John Mayer,Gravity,2006,74,0.731,0.764,0.326,0.0013,0.24,-9.883,0.0342,0.237,123.98,245827,neo mellow pop pop rock singer-songwriter
Aventura Judy Santos,Obsesion,2002,74,0.41600000000000004,0.804,0.56,0.0,0.0608,-6.912000000000001,0.0397,0.768,133.68200000000002,254720,bachata bachata dominicana latin latin hip hop latin pop trap latino tropical
John Mayer,Waiting On the World to Change,2006,74,0.159,0.5770000000000001,0.7559999999999999,0.00023199999999999997,0.249,-5.82,0.115,0.6629999999999999,176.75,201173,neo mellow pop pop rock singer-songwriter
Grits TobyMac,Ooh Ahh (My Life Be Like) (feat. Toby Mac),2002,74,0.114,0.757,0.862,0.000192,0.285,-3.5189999999999997,0.0695,0.823,99.021,233173,christian hip hop
Iyaz,Replay,2009,74,0.17300000000000001,0.706,0.7509999999999999,0.0,0.168,-6.3229999999999995,0.0708,0.195,91.031,182307,dance pop pop rap post-teen pop
Fountains Of Wayne,Stacy's Mom,2003,74,0.00207,0.774,0.75,1.7800000000000002e-05,0.0808,-4.927,0.0412,0.927,118.015,197987,alternative rock pop rock power pop
Fergie,Big Girls Don't Cry (Personal),2006,74,0.205,0.708,0.6409999999999999,0.0,0.0945,-4.296,0.0335,0.253,113.08200000000001,268120,dance pop pop post-teen pop urban contemporary
Kid Cudi MGMT Ratatat,Pursuit Of Happiness (Nightmare),2009,74,0.484,0.63,0.605,9.290000000000001e-05,0.298,-8.951,0.0414,0.266,115.277,295293,hip hop ohio hip hop pop rap rap
Miley Cyrus,Party In The U.S.A.,2009,74,0.00112,0.652,0.698,0.00011499999999999999,0.0886,-4.667,0.042,0.47,96.021,202067,dance pop pop post-teen pop
Sean Paul,Get Busy,2002,74,0.615,0.735,0.8240000000000001,0.0,0.158,-4.143,0.036000000000000004,0.726,100.20200000000001,211666,dance pop dancehall pop pop rap
The Killers,Human,2008,74,0.00132,0.557,0.8,0.0012,0.0906,-8.477,0.0601,0.5820000000000001,135.47,245373,dance rock modern rock permanent wave rock
John Mayer,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",2008,74,0.7709999999999999,0.315,0.29600000000000004,0.0,0.7020000000000001,-13.262,0.0317,0.436,172.638,263573,neo mellow pop pop rock singer-songwriter
Seether,Fake It,2007,74,0.00141,0.611,0.95,1.59e-06,0.0543,-3.509,0.0518,0.607,132.078,193893,alternative metal modern rock nu metal post-grunge south african rock
The White Stripes,Seven Nation Army,2003,74,0.00817,0.737,0.46299999999999997,0.447,0.255,-7.8279999999999985,0.0792,0.324,123.881,231733,alternative rock blues rock detroit rock garage rock modern blues rock modern rock permanent wave punk blues rock
Chris Brown,Yo (Excuse Me Miss),2005,73,0.11900000000000001,0.536,0.612,0.0,0.209,-5.847,0.272,0.57,86.76799999999999,229040,dance pop pop pop rap r&b rap
The Strokes,Reptilia,2003,73,0.000563,0.486,0.6659999999999999,0.789,0.10099999999999999,-5.084,0.033,0.741,157.99200000000005,219754,alternative rock garage rock modern rock permanent wave rock
Slipknot,Before I Forget,2004,73,0.0177,0.29100000000000004,0.9740000000000001,5.44e-06,0.8859999999999999,-2.997,0.171,0.348,134.724,278600,alternative metal double drumming nu metal rap metal
Good Charlotte,The Anthem,2002,73,0.006659999999999999,0.494,0.9390000000000001,0.0,0.139,-3.127,0.126,0.893,177.75099999999995,175093,alternative metal pop punk
blink 182,First Date,2001,73,0.000715,0.579,0.9279999999999999,0.0,0.18,-4.343999999999999,0.0411,0.882,95.594,171533,pop punk punk socal pop punk
Alien Ant Farm,Smooth Criminal,2001,73,0.00316,0.653,0.9640000000000001,0.00512,0.14400000000000002,-4.261,0.0582,0.87,126.928,209267,alternative metal funk metal nu metal post-grunge rap rock
Fat Joe Ja Rule Ashanti,What's Luv? (feat. Ja-Rule & Ashanti),2001,73,0.0219,0.835,0.7070000000000001,2.1899999999999997e-05,0.10800000000000001,-5.074,0.0598,0.919,93.955,267093,bronx hip hop east coast hip hop gangster rap hardcore hip hop hip hop hip pop pop rap rap trap
Usher,U Remind Me,2001,73,0.19399999999999998,0.657,0.629,0.0,0.254,-4.938,0.0782,0.726,93.985,266893,atl hip hop dance pop pop r&b south carolina hip hop urban contemporary
System Of A Down,Aerials,2001,73,0.000918,0.364,0.922,0.035,0.0696,-4.217,0.0566,0.22699999999999998,79.342,235053,alternative metal nu metal rap metal
Alicia Keys,Fallin',2001,73,0.263,0.653,0.609,0.00101,0.233,-7.519,0.037000000000000005,0.48200000000000004,95.98200000000001,210200,hip pop neo soul pop r&b urban contemporary
Trapt,Headstrong,2002,73,0.000172,0.4920000000000001,0.8959999999999999,2.78e-06,0.18899999999999997,-5.819,0.11699999999999999,0.534,184.981,285570,alternative metal nu metal post-grunge rap rock
Maroon 5,She Will Be Loved,2002,73,0.0596,0.706,0.713,0.0,0.132,-5.5120000000000005,0.0301,0.544,102.037,257133,pop pop rock
Franz Ferdinand,Take Me Out,2004,73,0.00042300000000000004,0.278,0.6759999999999999,0.0008990000000000002,0.136,-8.821,0.0371,0.494,104.545,237027,alternative rock dance rock modern rock new rave rock scottish rock
Justin Timberlake,Cry Me a River,2002,73,0.575,0.624,0.653,0.0,0.10400000000000001,-6.5820000000000025,0.17600000000000002,0.565,73.884,288333,dance pop pop
Red Hot Chili Peppers,By the Way,2002,73,0.0264,0.451,0.97,0.00355,0.102,-4.938,0.107,0.198,122.444,216933,alternative rock funk metal funk rock permanent wave rock
Norah Jones,Don't Know Why,2002,73,0.883,0.732,0.198,1.1e-05,0.0659,-11.775,0.027999999999999997,0.618,88.17399999999998,186147,adult standards contemporary vocal jazz jazz pop neo mellow vocal jazz
Yellowcard,Ocean Avenue,2003,73,3.43e-05,0.486,0.904,2.8300000000000014e-05,0.0947,-3.7510000000000003,0.0638,0.7859999999999999,173.734,198267,bow pop emo pop punk pop rock socal pop punk
Kelly Clarkson,Since U Been Gone,2004,73,0.00165,0.662,0.741,0.0303,0.114,-5.4060000000000015,0.0334,0.40399999999999997,131.0,188960,australian pop dance pop neo mellow pop pop rock post-teen pop talent show viral pop
Jesse McCartney,Beautiful Soul,2004,73,0.0759,0.66,0.6659999999999999,0.0,0.0268,-4.342,0.0472,0.9329999999999999,89.975,214227,dance pop neo mellow pop pop rock post-teen pop urban contemporary viral pop
My Chemical Romance,I'm Not Okay (I Promise),2004,73,0.00602,0.21,0.94,0.0,0.26899999999999996,-3.427,0.12300000000000001,0.255,179.722,186480,emo pop punk
Gorillaz,DARE,2005,73,0.0226,0.76,0.8909999999999999,0.0868,0.298,-5.852,0.0372,0.966,120.265,245000,alternative hip hop
Calle 13,Atrévete-Te-Te,2005,73,0.0959,0.8290000000000001,0.878,0.0,0.7759999999999999,-5.9510000000000005,0.10099999999999999,0.883,87.991,239307,latin latin afrobeat latin alternative latin hip hop puerto rican rock rap conciencia reggaeton rock en espanol
Chris Brown,Forever,2008,73,0.0368,0.672,0.82,0.000188,0.184,-4.456,0.0459,0.43799999999999994,120.005,278573,dance pop pop pop rap r&b rap
Muse,Supermassive Black Hole,2006,73,0.0492,0.6679999999999999,0.9209999999999999,0.00517,0.0877,-3.727,0.0439,0.782,120.0,212440,modern rock permanent wave rock
Stealers Wheel,Stuck In The Middle With You,2009,73,0.0934,0.795,0.564,0.000531,0.0631,-10.482000000000001,0.0392,0.961,124.166,203893,classic rock classic uk pop folk rock mellow gold soft rock
Luis Enrique,Yo No Sé Mañana,2009,73,0.649,0.653,0.8270000000000001,0.0,0.18,-3.2060000000000004,0.042,0.733,95.223,259853,cuatro venezolano latin latin pop modern salsa musica nicaraguense salsa tropical
Alicia Keys,Empire State of Mind (Part II) Broken Down,2009,73,0.7390000000000001,0.479,0.368,4.1e-05,0.11800000000000001,-7.784,0.0341,0.142,92.959,216480,hip pop neo soul pop r&b urban contemporary
Flo Rida,Right Round,2009,73,0.009000000000000001,0.72,0.672,0.0,0.23199999999999998,-6.852,0.0551,0.705,124.986,204640,dance pop miami hip hop pop pop rap
The Script,Breakeven,2008,73,0.17300000000000001,0.63,0.698,0.0,0.0789,-4.51,0.0244,0.529,94.023,261427,celtic rock dance pop modern rock neo mellow pop pop rock post-teen pop viral pop
Adele,Make You Feel My Love,2008,73,0.894,0.552,0.18,0.000393,0.105,-10.583,0.0293,0.0896,76.995,212040,british soul pop pop soul uk pop
Tom Petty and the Heartbreakers,Mary Jane's Last Dance,2008,73,0.0272,0.46399999999999997,0.655,1.34e-06,0.32799999999999996,-9.058,0.0608,0.531,169.515,273600,album rock classic rock country rock folk rock hard rock heartland rock mellow gold pop rock rock roots rock soft rock
Rihanna,Rude Boy,2009,73,0.113,0.563,0.75,0.0,0.0788,-4.496,0.127,0.812,173.90599999999995,222920,barbadian pop dance pop pop post-teen pop urban contemporary
Timbaland Keri Hilson D O E,The Way I Are,2007,73,0.18100000000000002,0.731,0.807,0.7509999999999999,0.319,-6.492000000000001,0.1,0.765,114.759,179120,dance pop hip hop hip pop pop pop rap urban contemporary
Cage The Elephant,Ain't No Rest for the Wicked,2009,73,0.0438,0.634,0.8490000000000001,0.0,0.363,-7.075,0.105,0.919,156.004,175493,modern alternative rock modern rock punk blues rock
Jordin Sparks Chris Brown,No Air (feat. Chris Brown),2007,73,0.0521,0.466,0.759,0.0,0.0587,-4.978,0.19899999999999998,0.32799999999999996,160.033,264373,dance pop pop pop rap pop rock post-teen pop r&b urban contemporary
Kanye West Dwele,Flashing Lights,2007,73,0.0381,0.639,0.628,0.0,0.386,-7.5779999999999985,0.0399,0.43,90.48200000000001,237507,chicago rap rap
Kid Cudi,Day 'N' Nite (nightmare),2009,73,0.499,0.871,0.44,4.15e-06,0.114,-6.25,0.0761,0.799,137.996,221267,hip hop ohio hip hop pop rap rap
Ikimonogakari,Blue Bird,2006,73,0.12,0.536,0.966,0.0,0.0477,-2.93,0.0557,0.85,152.078,215707,anime j-pop j-poprock
Shakira Alejandro Sanz,La Tortura (feat. Alejandro Sanz),2005,73,0.0297,0.74,0.7829999999999999,0.000308,0.12300000000000001,-5.367000000000001,0.0427,0.812,100.01100000000001,212893,colombian pop dance pop latin latin pop pop
New Order,Blue Monday - 2016 Remaster,2005,73,0.000726,0.7929999999999999,0.703,0.88,0.075,-9.548,0.0581,0.856,130.27,450800,art rock dance rock madchester new romantic new wave new wave pop permanent wave pop rock post-punk rock synthpop uk post-punk
Amy Winehouse,Back To Black,2006,73,0.12300000000000001,0.49,0.725,2.68e-05,0.0983,-3.304,0.0392,0.335,123.28,240440,british soul neo soul
Huey Lewis The News,The Power Of Love,2006,73,0.0964,0.768,0.8290000000000001,2.9199999999999998e-05,0.09699999999999999,-5.109,0.0313,0.9620000000000001,118.773,234333,album rock classic rock folk rock mellow gold new wave pop pop rock rock soft rock
Rascal Flatts,Life is a Highway,2006,73,0.00324,0.5820000000000001,0.9520000000000001,0.0,0.223,-3.8480000000000003,0.0731,0.655,103.027,276320,contemporary country country country road pop rock
blink 182,I Miss You,2003,73,0.0011300000000000001,0.423,0.7140000000000001,6.28e-06,0.0855,-8.295,0.045,0.593,110.01700000000001,227250,pop punk punk socal pop punk
Madonna,Hung Up,2005,72,0.0039,0.649,0.647,0.161,0.0686,-7.695,0.0452,0.405,125.02,337733,dance pop europop pop
Foo Fighters,All My Life,2002,72,0.000218,0.58,0.604,0.000579,0.47700000000000004,-5.702999999999999,0.047,0.645,167.78400000000005,263440,alternative metal alternative rock modern rock permanent wave post-grunge rock
Skillet,Hero,2009,72,0.007909999999999999,0.5329999999999999,0.9670000000000001,0.0,0.336,-2.543,0.0995,0.782,142.018,186813,alternative metal christian alternative rock christian music christian rock
Roddy Ricch,The Box,2019,95,0.10400000000000001,0.8959999999999999,0.586,0.0,0.79,-6.687,0.0559,0.642,116.971,196653,melodic rap rap trap
Surf Mesa Emilee,ily (i love you baby) (feat. Emilee),2019,95,0.0686,0.674,0.774,0.0018800000000000002,0.39299999999999996,-7.567,0.0892,0.33,112.05,176547,tropical house
BENEE Gus Dapperton,Supalonely,2019,95,0.305,0.863,0.631,3.04e-05,0.12300000000000001,-4.689,0.0534,0.8170000000000001,128.977,223480,alt z nz pop pop
Tones And I,Dance Monkey,2019,94,0.6920000000000001,0.8240000000000001,0.588,0.00010400000000000001,0.149,-6.4,0.0924,0.513,98.027,209438,australian pop pop
Surfaces,Sunday Best,2019,93,0.183,0.878,0.525,0.0,0.0714,-6.8320000000000025,0.0578,0.6940000000000001,112.022,158571,bedroom soul pop
Doja Cat,Say So,2019,93,0.256,0.787,0.6729999999999999,3.57e-06,0.0904,-4.577,0.158,0.7859999999999999,110.962,237893,dance pop pop pop rap
Dua Lipa,Don't Start Now,2019,93,0.0125,0.794,0.7929999999999999,0.0,0.0952,-4.521,0.0842,0.677,123.941,183290,dance pop pop uk pop
KAROL G Nicki Minaj,Tusa,2019,92,0.295,0.8029999999999999,0.715,0.000134,0.0574,-3.28,0.298,0.574,101.085,200960,latin reggaeton reggaeton colombiano trap latino
Travis Scott,SICKO MODE,2018,92,0.00513,0.8340000000000001,0.73,0.0,0.124,-3.714,0.222,0.446,155.00799999999995,312820,rap slap house
Arizona Zervas,ROXANNE,2019,92,0.0522,0.621,0.601,0.0,0.46,-5.6160000000000005,0.14800000000000002,0.457,116.735,163636,pop rap rhode island rap
Trevor Daniel,Falling,2018,92,0.12300000000000001,0.784,0.43,0.0,0.0887,-8.756,0.0364,0.23600000000000002,127.087,159382,alternative r&b melodic rap pop rap
Lewis Capaldi,Someone You Loved,2019,92,0.7509999999999999,0.501,0.405,0.0,0.105,-5.678999999999999,0.0319,0.446,109.891,182161,pop uk pop
Travis Scott,goosebumps,2016,92,0.0847,0.841,0.728,0.0,0.149,-3.37,0.0484,0.43,130.049,243837,rap slap house
Topic A7S,Breaking Me,2019,92,0.223,0.789,0.72,0.0,0.129,-5.652,0.218,0.664,122.031,166794,dance pop edm german dance pop dance pop edm tropical house
Maroon 5,Memories,2019,91,0.8370000000000001,0.764,0.32,0.0,0.0822,-7.209,0.0546,0.575,91.01899999999999,189486,pop pop rock
